AT8EJ9WEK4D9S , 0.1
A3DCA51IDPZW21 , 0.1
A3CTXQYOJ9P4EG , 0.10446428571428572
A1TUVLVH1HTTVF , 0.10672645739910314
A32UG2P47Y7M1A , 0.11682692307692308
A3O43L1ZB2PRQ2 , 0.125
A1YIGXBU6FQQ6C , 0.12857142857142856
A4LBV41ZJQ2V9 , 0.13333333333333333
A1SOLLV4X7XQ0U , 0.1403225806451613
A1J9MSHU4I80S5 , 0.14130434782608695
A7YQOBGDXPAT3 , 0.14306930693069306
A1P4U1NDX64HRW , 0.14439746300211417
A2EFCNGCEO5GFX , 0.1475
A365HA6Q7E1OLY , 0.14903846153846154
A2GY48EMRUEM4I , 0.15225806451612903
ADC4VXNQJ9FEW , 0.15533199195171027
A1ZSZ9LDHAYECQ , 0.1555232558139535
A20U682W8IV7PD , 0.15714285714285714
A1DXFMUVK5015A , 0.15795454545454546
A1THCNYQ6HMSBZ , 0.16260504201680673
A1C9V6BYPSX1TJ , 0.1676300578034682
A1I4ATPNZBOA16 , 0.17142857142857143
A2FZE7CARM54IG , 0.17777777777777778
AUTPH8NO91KCL , 0.18
A1DMMSQEKGN20U , 0.18208955223880596
A32RHVKO4LWL8 , 0.18446601941747573
A1QQR7DRAJSQMG , 0.18763440860215053
A2SZCVX98W2JVS , 0.2
A3QJZWHX9T9JX5 , 0.20081967213114754
A3R2OKEJ59JRR3 , 0.21052631578947367
A3UTSCXME88ANV , 0.21818181818181817
A1Z5DKIJST9LJW , 0.22
A24B2ZZJ04FNDN , 0.22162162162162163
A1H3KZUJGS2GEL , 0.23333333333333334
A1EAV4RUAA766X , 0.25
A2HI8UBLE44QQX , 0.2545454545454545
A2ZKXV4MPSXGIC , 0.25555555555555554
A13K9JSTGGSRP3 , 0.26666666666666666
A8U1H2QW77JBZ , 0.275
A33XZFIZU249JA , 0.3
AP26BNVW9C4FQ , 0.3
AB88FRJY2MRUD , 0.4
A2RBRNYX991X6O , 0.45975609756097563
